kepid,kepoi_name,koi_disposition_pred,koi_disposition_pred_value
3756801,K01206.01,FALSE POSITIVE,0.009674052707850933
8313667,K01145.01,CONFIRMED,0.9936422109603882
10149023,K01081.01,FALSE POSITIVE,0.01170687098056078
9772531,K00950.01,CONFIRMED,0.9755584001541138
10295951,K01154.01,FALSE POSITIVE,0.011961403302848339
3329204,K01095.01,CONFIRMED,0.8044216632843018
3230491,K01096.01,FALSE POSITIVE,0.001413938356563449
2162635,K01032.01,FALSE POSITIVE,0.2283620685338974
6837146,K01362.01,CONFIRMED,0.8303931355476379
6607286,K01239.01,CONFIRMED,0.9327309131622314
6607286,K01239.02,CONFIRMED,0.9786812663078308
11075279,K01431.01,CONFIRMED,0.9781991839408875
6607447,K01242.01,CONFIRMED,0.95894455909729
6441738,K01246.01,CONFIRMED,0.9553180932998657
8616873,K01251.01,FALSE POSITIVE,0.004568567965179682
8494263,K01255.01,CONFIRMED,0.8761341571807861
10928043,K01315.01,FALSE POSITIVE,0.015537533909082413
10794087,K01316.02,FALSE POSITIVE,0.01425629947334528
8813698,K01268.01,CONFIRMED,0.836637020111084
4074736,K01328.01,CONFIRMED,0.8685377240180969
4274548,K01331.01,FALSE POSITIVE,0.036202382296323776
11336883,K01445.02,FALSE POSITIVE,0.06693621724843979
11336883,K01445.03,FALSE POSITIVE,0.008730246685445309
8631160,K01271.01,CONFIRMED,0.9526201486587524
9202151,K01393.01,CONFIRMED,0.9213378429412842
4760746,K01455.01,FALSE POSITIVE,0.011881458573043346
9427402,K01397.01,CONFIRMED,0.9823691248893738
3962440,K01208.01,FALSE POSITIVE,0.06324771791696548
3534076,K01209.01,FALSE POSITIVE,0.0022404405754059553
4466677,K01338.02,CONFIRMED,0.9874100089073181
4466677,K01338.03,CONFIRMED,0.9351930618286133
9100484,K01399.01,FALSE POSITIVE,0.4520035982131958
6620003,K01225.01,FALSE POSITIVE,0.4456946551799774
7363829,K01356.01,FALSE POSITIVE,0.002179675502702594
6719086,K01357.01,CONFIRMED,0.9475170373916626
11026304,K01420.01,CONFIRMED,0.8802520036697388
11342550,K01421.01,FALSE POSITIVE,0.049535784870386124
6946199,K01359.02,CONFIRMED,0.8712270259857178
10867062,K01303.01,CONFIRMED,0.9358411431312561
8046659,K01560.01,FALSE POSITIVE,0.24248860776424408
7841925,K01499.02,CONFIRMED,0.9045324921607971
4276716,K01619.01,CONFIRMED,0.8490083813667297
7287683,K01622.01,CONFIRMED,0.8802408576011658
8266276,K01731.01,CONFIRMED,0.9660499691963196
8396405,K01733.01,CONFIRMED,0.9314214587211609
7199906,K01739.01,FALSE POSITIVE,0.001174967153929174
9017682,K01630.01,CONFIRMED,0.9717988967895508
10749128,K01639.02,FALSE POSITIVE,0.007610798347741365
11904734,K01764.01,CONFIRMED,0.8771786093711853
10153011,K01773.01,FALSE POSITIVE,0.17433589696884155
11870545,K01510.01,FALSE POSITIVE,0.26520517468452454
5031857,K01573.02,CONFIRMED,0.9783973693847656
10028792,K01574.03,CONFIRMED,0.9919524788856506
11153121,K01647.03,CONFIRMED,0.7078964710235596
6705142,K01758.01,CONFIRMED,0.7379307150840759
5299459,K01576.03,FALSE POSITIVE,0.12278959900140762
4471747,K01656.01,CONFIRMED,0.9969287514686584
4918309,K01582.01,CONFIRMED,0.9214261174201965
4830605,K01660.01,CONFIRMED,0.9756773114204407
12120943,K01458.01,CONFIRMED,0.960953414440155
7768451,K01527.01,CONFIRMED,0.9847477078437805
9932970,K01587.01,CONFIRMED,0.8603097796440125
4932442,K01665.02,FALSE POSITIVE,0.0017691801767796278
5360920,K01675.01,FALSE POSITIVE,0.027596283704042435
11702948,K01465.01,CONFIRMED,0.774875283241272
9512981,K01466.01,CONFIRMED,0.9672386050224304
5526717,K01677.02,FALSE POSITIVE,0.0021814724896103144
5531953,K01681.01,CONFIRMED,0.9974155426025391
9872292,K01537.01,CONFIRMED,0.9911644458770752
5542466,K01590.01,CONFIRMED,0.9991632699966431
4178389,K00185.01,FALSE POSITIVE,0.03238224610686302
5542466,K01590.03,CONFIRMED,0.9954042434692383
7499398,K01473.01,CONFIRMED,0.8536971211433411
5972334,K00191.03,CONFIRMED,0.9937044978141785
7811397,K01477.01,CONFIRMED,0.9692858457565308
5475431,K01546.01,FALSE POSITIVE,0.2531626224517822
5039228,K01597.01,FALSE POSITIVE,0.03054470382630825
7512982,K01480.02,CONFIRMED,0.9554508328437805
5283458,K01547.01,CONFIRMED,0.6717408299446106
8053552,K01549.01,FALSE POSITIVE,0.09955456852912903
7750419,K01708.01,CONFIRMED,0.9914924502372742
7984047,K01552.01,CONFIRMED,0.8858180046081543
5513648,K01962.01,CONFIRMED,0.9886935353279114
7887791,K01964.01,CONFIRMED,0.9847999811172485
9634821,K02037.03,CONFIRMED,0.9245181679725647
11253711,K01972.01,CONFIRMED,0.996583104133606
9111849,K02042.01,CONFIRMED,0.974322497844696
11773328,K01906.01,CONFIRMED,0.9617469906806946
5080636,K01843.02,CONFIRMED,0.97117018699646
3248501,K02052.01,CONFIRMED,0.8838567733764648
11570749,K01856.01,CONFIRMED,0.9792941212654114
9411166,K01922.02,FALSE POSITIVE,0.0033807018771767616
2579043,K02064.01,CONFIRMED,0.6143081188201904
8160953,K01858.02,FALSE POSITIVE,0.00020299838797654957
10158418,K01784.01,CONFIRMED,0.9452094435691833
3648437,K01861.01,CONFIRMED,0.9843651056289673
2449431,K02009.01,CONFIRMED,0.9809291958808899
5731623,K01793.01,FALSE POSITIVE,0.005837420001626015
10602291,K00210.01,FALSE POSITIVE,0.3508749008178711
9883311,K01872.01,FALSE POSITIVE,0.08444759994745255
4242147,K01934.01,CONFIRMED,0.986145555973053
4349442,K01803.01,FALSE POSITIVE,0.012410693801939487
10005788,K01940.02,FALSE POSITIVE,0.00205490505322814
10656508,K00211.01,CONFIRMED,0.9674625992774963
11656918,K01945.02,FALSE POSITIVE,0.026036923751235008
10844890,K01946.01,FALSE POSITIVE,0.4944068491458893
8624520,K01816.01,CONFIRMED,0.8384346961975098
4851530,K01884.01,CONFIRMED,0.985358476638794
4851530,K01884.02,CONFIRMED,0.974530816078186
6300348,K00212.01,CONFIRMED,0.6935350894927979
11030475,K02248.04,CONFIRMED,0.9964452385902405
7033233,K02339.02,FALSE POSITIVE,0.002160861622542143
8261920,K02174.01,CONFIRMED,0.9987623691558838
6119141,K02343.01,FALSE POSITIVE,0.006140477955341339
3734418,K02261.02,FALSE POSITIVE,0.005951565690338612
9654875,K02272.01,FALSE POSITIVE,0.01952013000845909
3097926,K02186.01,CONFIRMED,0.9641389846801758
10518424,K02188.02,FALSE POSITIVE,0.0029909699223935604
5730445,K02189.01,CONFIRMED,0.9794603586196899
5602588,K02369.02,FALSE POSITIVE,0.025966165587306023
5385304,K02370.01,CONFIRMED,0.8117411732673645
11462341,K02124.01,CONFIRMED,0.988516092300415
11073656,K02206.01,CONFIRMED,0.7055501937866211
7215678,K02354.01,FALSE POSITIVE,0.002866470254957676
7449554,K02357.01,CONFIRMED,0.9880351424217224
3440978,K02288.01,FALSE POSITIVE,0.010052264668047428
9532710,K02364.01,CONFIRMED,0.7065486907958984
9580992,K02217.01,CONFIRMED,0.9935488104820251
6934986,K02294.01,CONFIRMED,0.98044353723526
4049901,K02295.01,CONFIRMED,0.9685612320899963
10798331,K02373.01,CONFIRMED,0.990069568157196
9334893,K02298.01,CONFIRMED,0.9595142602920532
9289704,K02222.01,FALSE POSITIVE,0.00557740218937397
8892157,K02224.02,FALSE POSITIVE,0.005903368815779686
11520459,K02226.01,CONFIRMED,0.9575957655906677
4247991,K02311.01,FALSE POSITIVE,0.010324678383767605
4247991,K02311.02,FALSE POSITIVE,0.0058950153179466724
10026544,K02312.01,FALSE POSITIVE,0.0025119055062532425
2853780,K02081.01,CONFIRMED,0.7328004240989685
6185476,K00227.01,CONFIRMED,0.9760342240333557
8804455,K02159.01,CONFIRMED,0.9945980310440063
5546761,K02160.02,FALSE POSITIVE,0.0017843889072537422
8872048,K02323.01,FALSE POSITIVE,0.0010999186197295785
7746958,K02324.01,FALSE POSITIVE,0.003227607114240527
6525946,K02093.01,FALSE POSITIVE,0.008945636451244354
6041734,K02167.02,FALSE POSITIVE,0.014639732427895069
11030475,K02248.02,CONFIRMED,0.5921595692634583
11030475,K02248.03,CONFIRMED,0.9907954335212708
9006186,K02169.04,CONFIRMED,0.9403157830238342
10471621,K02554.01,CONFIRMED,0.7331921458244324
10471621,K02554.02,CONFIRMED,0.9777696132659912
8074328,K02486.01,CONFIRMED,0.9466549754142761
4670217,K02560.01,CONFIRMED,0.8232975602149963
9574179,K02637.01,CONFIRMED,0.9663015604019165
11391755,K02639.01,CONFIRMED,0.9698511362075806
11391755,K02639.02,FALSE POSITIVE,0.006156740244477987
9088780,K02640.01,FALSE POSITIVE,0.0010547592537477612
8894646,K02641.01,CONFIRMED,0.9371260404586792
8247770,K02569.01,CONFIRMED,0.924541175365448
6867588,K02571.01,CONFIRMED,0.9501635432243347
7501646,K02572.01,CONFIRMED,0.9656989574432373
8838950,K02421.01,CONFIRMED,0.938555896282196
12257999,K02577.01,CONFIRMED,0.9702067971229553
6922203,K02578.01,CONFIRMED,0.8641172051429749
2437505,K02671.01,FALSE POSITIVE,0.00038293551187962294
8836888,K02508.01,CONFIRMED,0.853706955909729
8636539,K02656.01,CONFIRMED,0.9690375328063965
9283156,K02657.01,CONFIRMED,0.9808101058006287
9574158,K02512.01,CONFIRMED,0.9748450517654419
7294743,K02516.01,CONFIRMED,0.9785610437393188
6765135,K02592.01,CONFIRMED,0.9607049226760864
5342061,K02666.01,FALSE POSITIVE,0.009306139312684536
4047631,K02519.01,FALSE POSITIVE,0.21149207651615143
6516185,K02445.01,CONFIRMED,0.8667730689048767
7446631,K02598.01,CONFIRMED,0.9693764448165894
5906426,K02377.01,CONFIRMED,0.833245575428009
12208631,K02449.01,CONFIRMED,0.9524589776992798
2443393,K02603.01,CONFIRMED,0.9535697102546692
9019191,K02604.01,FALSE POSITIVE,0.008933039382100105
3002478,K02380.01,CONFIRMED,0.9206383228302002
8631751,K02453.01,FALSE POSITIVE,0.008089493028819561
4172746,K02531.01,CONFIRMED,0.9614399075508118
5095635,K02607.01,CONFIRMED,0.9328415393829346
12254688,K02384.01,FALSE POSITIVE,0.1480153501033783
4172013,K02386.01,CONFIRMED,0.8701102137565613
1996180,K02534.02,CONFIRMED,0.9806652069091797
2305866,K02610.01,CONFIRMED,0.8892977833747864
9712350,K02613.01,CONFIRMED,0.893862783908844
9580167,K02548.01,FALSE POSITIVE,0.0013013930292800069
7984574,K02400.01,CONFIRMED,0.9891256093978882
10336951,K02401.01,CONFIRMED,0.9467788338661194
8240617,K02474.01,FALSE POSITIVE,0.0029203949961811304
11622985,K02550.01,CONFIRMED,0.9683499932289124
11361283,K02551.01,CONFIRMED,0.9526083469390869
6364215,K02404.01,CONFIRMED,0.9520111680030823
6467363,K02840.01,CONFIRMED,0.9294530749320984
6467363,K02840.02,CONFIRMED,0.8780564665794373
10073672,K02764.01,CONFIRMED,0.9507303833961487
6842807,K02921.01,CONFIRMED,0.8856518268585205
9815053,K02923.01,CONFIRMED,0.9214267134666443
9697131,K02706.01,CONFIRMED,0.7162260413169861
10917043,K02770.01,CONFIRMED,0.8201391696929932
6697605,K02851.02,CONFIRMED,0.7039226293563843
12602314,K02853.01,CONFIRMED,0.9596725702285767
5787131,K02927.01,CONFIRMED,0.9714301228523254
6346809,K02775.01,CONFIRMED,0.810175895690918
4547603,K02855.01,CONFIRMED,0.9800270199775696
5716763,K00272.01,CONFIRMED,0.556469738483429
12416987,K02933.01,FALSE POSITIVE,0.10001493245363235
8259713,K02935.01,CONFIRMED,0.943953275680542
11098013,K02712.01,CONFIRMED,0.8600962162017822
3425851,K00268.01,CONFIRMED,0.9945642948150635
10397751,K02859.03,CONFIRMED,0.9661191701889038
6679295,K02862.01,CONFIRMED,0.8934882283210754
6026737,K02949.01,CONFIRMED,0.9877421855926514
4935172,K02962.01,CONFIRMED,0.949652910232544
8760040,K02963.02,CONFIRMED,0.9948874711990356
8176564,K02720.01,FALSE POSITIVE,0.006121397018432617
10604521,K02797.01,CONFIRMED,0.8415575623512268
4385148,K02942.01,CONFIRMED,0.9497115015983582
4367854,K02876.01,FALSE POSITIVE,0.016338258981704712
10597693,K02958.01,CONFIRMED,0.9616811275482178
7466270,K02959.01,FALSE POSITIVE,0.06868619471788406
2985587,K02807.01,CONFIRMED,0.891855776309967
5642620,K02882.01,CONFIRMED,0.7616062760353088
8873090,K02968.01,CONFIRMED,0.9650141000747681
9958387,K02677.01,CONFIRMED,0.9565255641937256
11197853,K02813.01,FALSE POSITIVE,0.0019297647522762418
6716021,K02679.01,FALSE POSITIVE,0.0030639178585261106
8326342,K02680.01,FALSE POSITIVE,0.028928466141223907
4831728,K02739.02,CONFIRMED,0.8537099957466125
4249611,K02821.01,FALSE POSITIVE,0.033280421048402786
7899070,K02683.01,CONFIRMED,0.7854958176612854
4939533,K02899.01,CONFIRMED,0.9469411969184875
4846856,K02900.01,CONFIRMED,0.9576388597488403
10265602,K02689.01,FALSE POSITIVE,0.3467880189418793
4552729,K02691.01,CONFIRMED,0.9138470888137817
3663173,K02750.01,CONFIRMED,0.8917855024337769
9109857,K02833.01,CONFIRMED,0.8378397822380066
6716545,K02906.02,CONFIRMED,0.6158128976821899
5196864,K02695.01,FALSE POSITIVE,0.03774016350507736
11071200,K02696.01,CONFIRMED,0.9572244882583618
11071200,K02696.02,CONFIRMED,0.9607707262039185
8703129,K02758.01,FALSE POSITIVE,0.001938466913998127
6837283,K02914.01,CONFIRMED,0.7742738723754883
5613821,K02915.01,CONFIRMED,0.9874135851860046
8639908,K02700.01,FALSE POSITIVE,0.0075771985575556755
11076400,K02759.01,CONFIRMED,0.9824371337890625
10190075,K03007.01,CONFIRMED,0.9913586378097534
10749059,K03086.01,CONFIRMED,0.9913701415061951
7668416,K03089.01,CONFIRMED,0.5586053729057312
6029239,K00304.02,FALSE POSITIVE,0.00017245988419745117
3545478,K00366.01,CONFIRMED,0.9414476156234741
11565544,K03013.01,FALSE POSITIVE,0.1771056056022644
12072872,K03017.01,FALSE POSITIVE,0.16994644701480865
8241079,K03020.01,CONFIRMED,0.987760066986084
12168993,K03105.01,FALSE POSITIVE,0.017067639157176018
7051180,K00064.01,CONFIRMED,0.9608199000358582
2446113,K00379.02,CONFIRMED,0.964357316493988
5903749,K03029.01,CONFIRMED,0.9973313808441162
5903749,K03029.02,CONFIRMED,0.9854257106781006
8581240,K03111.01,CONFIRMED,0.9888219833374023
8581240,K03111.02,CONFIRMED,0.9815882444381714
8684730,K00319.01,CONFIRMED,0.9448909759521484
8554498,K00005.01,CONFIRMED,0.9694074988365173
6949898,K03031.01,CONFIRMED,0.9051637649536133
2973386,K03034.01,CONFIRMED,0.9697936177253723
7022573,K03112.01,FALSE POSITIVE,0.24902164936065674
9288237,K03114.01,CONFIRMED,0.9141528010368347
6593150,K03037.01,CONFIRMED,0.9723633527755737
6523351,K03117.01,CONFIRMED,0.9961373209953308
5551672,K03119.01,CONFIRMED,0.9381245970726013
8197793,K03123.01,CONFIRMED,0.9754955172538757
6357290,K03040.01,CONFIRMED,0.9302548766136169
4072955,K03041.01,CONFIRMED,0.9047142267227173
8695311,K03042.01,CONFIRMED,0.9226495623588562
9834731,K03043.01,CONFIRMED,0.9909370541572571
7609674,K03128.01,CONFIRMED,0.9882055521011353
4252322,K00396.01,FALSE POSITIVE,0.03817099332809448
5475042,K03050.01,CONFIRMED,0.8996850252151489
9541295,K03132.01,FALSE POSITIVE,0.0026366058737039566
4770174,K02971.01,CONFIRMED,0.9929232597351074
8949925,K02972.01,CONFIRMED,0.9449338912963867
9959492,K03051.01,CONFIRMED,0.7226569652557373
8827575,K03052.01,CONFIRMED,0.8756498694419861
6438099,K02976.01,CONFIRMED,0.8807836771011353
3752110,K03142.01,CONFIRMED,0.7074940204620361
1717722,K03145.02,CONFIRMED,0.8196735978126526
5040077,K03065.01,CONFIRMED,0.5234898328781128
7918652,K02984.01,CONFIRMED,0.9534948468208313
9230021,K03429.04,CONFIRMED,0.9534392356872559
3230805,K03068.01,CONFIRMED,0.9215034246444702
4676964,K03069.01,CONFIRMED,0.924480676651001
4770617,K02243.03,CONFIRMED,0.9978252053260803
7609553,K02924.02,FALSE POSITIVE,0.12145835906267166
11395587,K00350.01,CONFIRMED,0.9977815747261047
8509442,K02992.01,CONFIRMED,0.9794279932975769
3219643,K03072.01,CONFIRMED,0.9445547461509705
8546542,K03073.01,CONFIRMED,0.9435314536094666
8613535,K02263.03,CONFIRMED,0.8597809076309204
10122538,K02926.05,CONFIRMED,0.9974719882011414
11566064,K00353.01,CONFIRMED,0.9896519184112549
12256520,K02264.02,CONFIRMED,0.9763379693031311
12785320,K00298.02,CONFIRMED,0.9969527721405029
10000941,K04146.02,CONFIRMED,0.9605544209480286
7106173,K03083.01,CONFIRMED,0.9931835532188416
7106173,K03083.02,CONFIRMED,0.9369945526123047
7106173,K03083.03,CONFIRMED,0.9831476807594299
8265218,K00522.01,CONFIRMED,0.919108510017395
9214713,K00422.01,FALSE POSITIVE,0.04736668989062309
9334893,K02298.03,CONFIRMED,0.683070182800293
9119458,K00525.01,CONFIRMED,0.9255185127258301
12406807,K03091.02,CONFIRMED,0.8163854479789734
4548011,K04288.04,CONFIRMED,0.9933375120162964
10016874,K00426.01,CONFIRMED,0.9120795726776123
10395543,K00531.01,CONFIRMED,0.933305025100708
7429287,K04260.04,CONFIRMED,0.5170273780822754
10717241,K00430.02,CONFIRMED,0.9865385890007019
8121310,K00317.02,CONFIRMED,0.9837148785591125
11709124,K00435.02,CONFIRMED,0.8227092027664185
11805075,K00436.01,CONFIRMED,0.6332696676254272
11824222,K00437.01,FALSE POSITIVE,0.021530605852603912
6268648,K01613.03,CONFIRMED,0.9925324320793152
8212002,K02593.02,CONFIRMED,0.9849143028259277
7017274,K03209.02,CONFIRMED,0.9878484010696411
12366084,K00787.03,FALSE POSITIVE,0.31681713461875916
9872283,K01815.02,CONFIRMED,0.8878721594810486
4951877,K00501.01,CONFIRMED,0.9825407862663269
5544450,K03226.02,CONFIRMED,0.9834873676300049
8226050,K01910.02,CONFIRMED,0.9669992327690125
6779260,K02678.02,FALSE POSITIVE,3.3072080896090483e-06
5443837,K00554.01,CONFIRMED,0.8587431907653809
2832589,K01942.02,FALSE POSITIVE,0.32477006316185
10793172,K02871.04,CONFIRMED,0.9331841468811035
10285631,K00331.02,CONFIRMED,0.6348638534545898
7504328,K00458.01,CONFIRMED,0.7812836766242981
7199397,K00075.01,CONFIRMED,0.5467442274093628
10157458,K01083.02,CONFIRMED,0.8452129364013672
8261920,K02174.04,CONFIRMED,0.9930464625358582
6716545,K02906.03,CONFIRMED,0.8241709470748901
1723078,K07624.01,FALSE POSITIVE,0.002793549094349146
9008220,K00466.01,CONFIRMED,0.9531933069229126
9955262,K00076.01,FALSE POSITIVE,0.05786857381463051
7906892,K04773.02,CONFIRMED,0.9324578642845154
8320630,K04846.02,FALSE POSITIVE,0.3360094726085663
9703198,K00469.01,CONFIRMED,0.9161359667778015
6289650,K00415.01,CONFIRMED,0.9522549510002136
11135694,K04896.02,CONFIRMED,0.5276282429695129
8216763,K04838.03,CONFIRMED,0.8871880769729614
6879865,K00417.01,CONFIRMED,0.7757634520530701
3758499,K05007.02,FALSE POSITIVE,0.05591592937707901
9552608,K00080.01,FALSE POSITIVE,0.005353562533855438
10221013,K00728.01,FALSE POSITIVE,0.2798985242843628
2299738,K07628.01,CONFIRMED,0.7067671418190002
7619236,K00682.01,CONFIRMED,0.6191326975822449
7630229,K00683.01,CONFIRMED,0.8322765827178955
7730747,K00684.01,CONFIRMED,0.8336239457130432
7906882,K00686.01,CONFIRMED,0.8588090538978577
7976520,K00687.01,FALSE POSITIVE,0.4122559130191803
2302997,K07630.01,CONFIRMED,0.8522182703018188
8505215,K00099.01,CONFIRMED,0.7589589357376099
10265898,K00732.02,CONFIRMED,0.9744695425033569
12600735,K00548.02,CONFIRMED,0.9384781718254089
10272442,K00734.02,CONFIRMED,0.9774817824363708
4055765,K00100.01,CONFIRMED,0.892879068851471
5131180,K00641.01,CONFIRMED,0.9696347117424011
10843431,K07378.02,FALSE POSITIVE,0.1621648669242859
10287242,K00735.01,FALSE POSITIVE,0.004183688201010227
5596440,K00648.01,FALSE POSITIVE,0.004998758900910616
9588822,K04388.02,FALSE POSITIVE,0.200866237282753
10610039,K04577.02,CONFIRMED,0.7084962129592896
1025986,K07621.01,FALSE POSITIVE,3.7309113395167515e-05
11284772,K04622.02,CONFIRMED,0.9780815839767456
4832837,K00605.02,CONFIRMED,0.9744783639907837
5441980,K00607.01,CONFIRMED,0.9658785462379456
10972902,K04692.02,FALSE POSITIVE,0.1293950229883194
6309763,K00611.01,FALSE POSITIVE,0.18146318197250366
9413156,K04700.02,CONFIRMED,0.8187359571456909
9846348,K00716.01,CONFIRMED,0.7625064253807068
2696205,K07636.01,FALSE POSITIVE,0.013941950164735317
12251650,K00621.01,FALSE POSITIVE,0.3308905363082886
12417486,K00622.01,CONFIRMED,0.9254430532455444
2834805,K07638.01,CONFIRMED,0.9240689277648926
2569995,K07634.01,FALSE POSITIVE,0.007920687086880207
2577353,K07635.01,FALSE POSITIVE,0.012280577793717384
4478168,K00626.02,CONFIRMED,0.9593557119369507
7256914,K04136.01,CONFIRMED,0.9408223032951355
7256914,K04136.02,CONFIRMED,0.9749178290367126
6871071,K02220.04,CONFIRMED,0.9969024062156677
3112129,K04144.01,CONFIRMED,0.8972786664962769
3103212,K04145.01,CONFIRMED,0.9869188666343689
6871071,K02220.05,CONFIRMED,0.8183474540710449
10875007,K04149.01,CONFIRMED,0.5304785966873169
10875007,K04149.02,FALSE POSITIVE,0.052766382694244385
7021681,K00255.02,CONFIRMED,0.9785934686660767
11967788,K04021.01,CONFIRMED,0.9945476651191711
7199060,K04152.01,CONFIRMED,0.793481171131134
11967788,K04021.02,CONFIRMED,0.986445426940918
7733731,K04022.01,CONFIRMED,0.9253969192504883
3110177,K07644.01,FALSE POSITIVE,0.03622867912054062
3232249,K07648.01,FALSE POSITIVE,0.048787351697683334
7449554,K02357.02,CONFIRMED,0.9797031283378601
8282651,K02193.02,FALSE POSITIVE,0.010598042979836464
5688683,K04097.02,CONFIRMED,0.9060314297676086
8222627,K04098.01,CONFIRMED,0.8190504312515259
2984990,K07641.01,FALSE POSITIVE,0.14479504525661469
7758018,K04105.01,FALSE POSITIVE,0.0006827009492553771
8264402,K04037.01,CONFIRMED,0.9920421242713928
3129238,K07645.01,CONFIRMED,0.8883736729621887
7907808,K04109.01,CONFIRMED,0.8039206266403198
9700449,K04120.01,CONFIRMED,0.859157919883728
6140059,K04123.01,CONFIRMED,0.9592716693878174
3852872,K07673.01,FALSE POSITIVE,0.006704259663820267
9086154,K04060.01,CONFIRMED,0.990871012210846
11970988,K04129.01,CONFIRMED,0.9585741758346558
6792908,K04341.01,CONFIRMED,0.7063935995101929
10534155,K04345.01,FALSE POSITIVE,0.21300490200519562
10397751,K02859.04,CONFIRMED,0.9293028712272644
6350882,K04410.01,CONFIRMED,0.9538193345069885
3450040,K04205.01,CONFIRMED,0.9659584164619446
9456281,K04207.01,CONFIRMED,0.6472018957138062
5129453,K04208.01,CONFIRMED,0.7783671617507935
7918478,K04209.01,CONFIRMED,0.8562976121902466
9509343,K04346.01,CONFIRMED,0.9694888591766357
7673841,K02585.03,CONFIRMED,0.9854497909545898
11968463,K02433.04,CONFIRMED,0.9945229291915894
5436161,K04351.01,FALSE POSITIVE,0.0013748804340139031
4571844,K04353.01,CONFIRMED,0.9071953892707825
2859893,K04418.01,FALSE POSITIVE,0.002759503433480859
6026737,K02949.02,CONFIRMED,0.9742518067359924
7582691,K04419.01,FALSE POSITIVE,0.008577704429626465
9836563,K04421.01,CONFIRMED,0.9265508651733398
1724719,K04212.02,CONFIRMED,0.9486396312713623
11081504,K04287.01,CONFIRMED,0.9832433462142944
12016267,K02590.02,CONFIRMED,0.9709591865539551
3550372,K04357.01,FALSE POSITIVE,0.06972241401672363
8240790,K04426.01,FALSE POSITIVE,0.002689861226826906
4548011,K04288.02,CONFIRMED,0.9930878281593323
7191646,K04358.01,CONFIRMED,0.9352025389671326
7801070,K04361.01,FALSE POSITIVE,0.02083306759595871
4172805,K04427.01,CONFIRMED,0.9678346514701843
5126182,K04428.01,CONFIRMED,0.8258357048034668
8949925,K02972.02,CONFIRMED,0.8480830192565918
9642018,K04430.01,FALSE POSITIVE,0.2170560657978058
7661893,K04296.01,CONFIRMED,0.9414350390434265
9776794,K04363.01,FALSE POSITIVE,0.041032824665308
7673192,K02722.05,CONFIRMED,0.9916233420372009
11124436,K04442.01,CONFIRMED,0.9670186042785645
5780855,K04443.01,CONFIRMED,0.8585724830627441
9491832,K04226.01,CONFIRMED,0.8460719585418701
2852941,K04298.01,FALSE POSITIVE,0.16221505403518677
10647452,K04366.01,FALSE POSITIVE,0.21302933990955353
4773392,K04367.01,CONFIRMED,0.976014256477356
9936080,K04431.01,CONFIRMED,0.9936907291412354
6290935,K04302.01,CONFIRMED,0.979785144329071
12734396,K04303.01,CONFIRMED,0.5654259920120239
8278685,K04435.01,CONFIRMED,0.8896544575691223
6103377,K03004.02,CONFIRMED,0.9614378809928894
3660581,K07662.01,FALSE POSITIVE,0.04937594756484032
10794974,K04235.01,CONFIRMED,0.9889619946479797
3558849,K04307.01,CONFIRMED,0.9694690108299255
5175024,K02563.02,CONFIRMED,0.8428400754928589
10991114,K04374.01,CONFIRMED,0.9411191344261169
4945764,K04377.01,CONFIRMED,0.9753447771072388
9834731,K03043.02,FALSE POSITIVE,0.002680603414773941
9514372,K04242.01,CONFIRMED,0.988731324672699
3762750,K07668.01,FALSE POSITIVE,0.00682850694283843
9886361,K02732.04,CONFIRMED,0.9927986860275269
12737015,K04245.01,CONFIRMED,0.9784235954284668
8482059,K04247.01,FALSE POSITIVE,0.0015817290404811502
9286088,K04318.01,CONFIRMED,0.9742446541786194
6937529,K04382.02,FALSE POSITIVE,0.0063075232319533825
5197233,K04178.01,FALSE POSITIVE,2.737078119707803e-08
7119481,K00566.03,CONFIRMED,0.7972032427787781
8741470,K04251.01,FALSE POSITIVE,0.11571431159973145
2997459,K04389.01,CONFIRMED,0.6287404298782349
8330207,K04390.01,FALSE POSITIVE,0.007589952554553747
5881813,K02744.02,CONFIRMED,0.9835605621337891
9202434,K04253.01,FALSE POSITIVE,0.02822837606072426
7901016,K04257.01,CONFIRMED,0.9569967985153198
5385410,K04323.01,CONFIRMED,0.9108723998069763
7749002,K04325.01,FALSE POSITIVE,0.09036003798246384
3848083,K07670.01,FALSE POSITIVE,0.012458151206374168
6359926,K04391.01,CONFIRMED,0.8958248496055603
8324518,K04393.01,FALSE POSITIVE,0.12181157618761063
3103473,K04395.01,CONFIRMED,0.9151325225830078
5785279,K04259.01,FALSE POSITIVE,0.10184218734502792
9896018,K02579.03,CONFIRMED,0.9962573051452637
12456063,K04329.01,CONFIRMED,0.9522731304168701
5096053,K04331.01,CONFIRMED,0.6715558171272278
5802637,K04398.01,CONFIRMED,0.9231306910514832
5531694,K00647.02,CONFIRMED,0.8391661643981934
7107802,K02420.02,CONFIRMED,0.9566565155982971
12509829,K04264.01,FALSE POSITIVE,0.00461683701723814
2576962,K04333.01,FALSE POSITIVE,0.0021919223945587873
10140274,K04334.01,FALSE POSITIVE,0.18540577590465546
8345384,K04399.01,CONFIRMED,0.6803219318389893
9072639,K04198.01,CONFIRMED,0.7565467357635498
8890924,K04269.02,CONFIRMED,0.563323974609375
4054784,K07679.01,CONFIRMED,0.6144005060195923
10745365,K04405.01,FALSE POSITIVE,0.01615694910287857
